"Chiste","Anotación"
"Un hombre le dice a su smartphone: ""¿Por qué no contestas?"". Responde el teléfono: ""Estoy en silencio"".","2"
"¿Por qué la pizza no quería ir al médico? Porque tenía un hambre de verdad...","1"
"¿Por qué el sándwich se fue del baile? Porque estaba “entre” dos mundos!","2"
"¿Por qué la vaca se va al psicólogo? Porque tiene muchas leches de preocupación.","1"
"¿Por qué la pizza fue a terapia? Porque tenía un ""dolor de estómago"" que no podía compartir con nadie.","1"
"¿Por qué la escuela es como un baile? Porque siempre hay alguien que da vueltas en círculo y otros tratan de pasar sin tocarlos.","2"
"¿Por qué la escuela lleva un diario? Para registrar las ausencias.","1"
"¿Por qué el teléfono inteligente fue al doctor? Para una diagnóstico de ""retraso"" en la actualización del sistema operativo.","1"
"¿Por qué la computadora entro a depresión? Porque tenía un virus de tristeza.","1"
"¿Por qué la pizza fue al médico? Porque tenía un agujero en el corazón.","1"
"¿Por qué la sopa se puso triste? Porque estaba sin fondo.","1"
"¿Por qué la vaca se fue al médico? ¡Se le cayó una estrella!","1"
"¡Escucha esto! Un hombre se despierta en la cama, ve a su perro acostado junto a él y le dice: ""¿Sabes qué? Hoy no vamos al trabajo"". Y el perro responde: ""Lo siento, pero mi abuela me pidió que fuese a cuidarla... ¡y resulta que es usted!"".","1"
"¿Por qué las computadoras no pueden hacer deporte? Porque se desactivan en el momento que deberían calentar.","3"
"Oye, ¿sabes por qué el elefante fue al gimnasio? ¡Porque quería ponerse en forma para subir una montaña de reyes!","1"
"¿Por qué la sopa estaba triste? Porque había perdido su caldo de aliento.","2"
"¿Por qué la tortilla de patatas se fue a terapia? Porque estaba un poco ""descongelada"".","2"
"¿Por qué el iPhone no puede ir a la playa? Porque se moja en seguida!","2"
" Un hombre entra en una biblioteca y le dice al librero: ""Quiero libros sobre la vida después de la muerte"". El librero le contesta, ""Ah, hay varios títulos que podrían interesarle, pero primero tengo que revisar si tiene préstamos pendientes.""","1"
"¿Por qué la vaca se fue del campo? Porque tenía prisa de llegar a la ordeña.","1"
"¿Por qué el número 6 no puede bailar? Porque siempre está en cuadros.","1"
" ¿Por qué un bolígrafo no puede trabajar en un banco? ¡Porque tiene un poco de tinta en la cabeza y le gusta gastar el tiempo de los demás!","1"
"¿Por qué la vaca se fue a terapia? Para tratar su ""tormento de cuernos"".","1"
"¿Por qué el pollo fue a la terapia? Porque tenía fósforo para hablar.","1"
"Un hombre va al psicólogo y le dice: ""Psicólogo, tengo un problema, creo que estoy enamorado de una manzana"". El psicólogo se queda callado durante unos segundos y finalmente responde: ""Pues eso es fácil. Paga la terapia con tarjeta de crédito o en efectivo?""","1"
"Un perro se queja al veterinario porque le duele la cola: ""Doctor, estoy sufriendo de... ¡golpe de cola!""","1"
"¿Por qué el ordenador está triste? Porque su procesador necesita un reboot en la vida.","2"
"¿Por qué los libros de texto son pesados? Porque llevan la carga del conocimiento.","2"
"¿Por qué la pizza no quería ir a la fiesta? Porque no podía ""levantar"" su actitud.","2"
"¿Por qué los números no se pelean? Porque siempre buscan una solución.","3"
"¿Por qué el pan iba a terapia de pareja? Porque estaba ""duplicado"" su problema, pero después se dio cuenta que era solo una ""panadera"" situación.","1"
"¿Por qué la escuela es como un pan? Porque en ella siempre se va al horno.","1"
"¿Por qué la pizza se fue del terapeuta? Porque tenía problemas de topping.","1"
"¿Sabes qué les pasa a los astronautas cuando llegan a Marte? Se olvidan de apagar la lavadora.","1"
"¿Por qué el pan a veces se siente triste? Porque está de luto.","1"
"Por qué el taco se enamoró de la salsa? ¡Fue amor a primera vista!","1"
"Un perro entra en un bar y pide una cerveza. ""¡Eso es un animal de compañía!"", dice el dueño. ""Sí"", responde el perro, ""y mi cuenta la pagará mamá"".","1"
"¿Por qué se fue la pelota del campo? Porque tenía un punto débil en el gol.","1"
"¿Por qué el pastel de carne va a terapia? ¡Porque está tenso!","1"
" ¿Por qué fue el matemático al baile? ¡Porque tenía una fórmula para bailar! (risas)","3"
"¿Sabes por qué el libro de cocina se fue al psicólogo? Porque estaba pasado la página con sus problemas. (risa) ","2"
"¿Por qué el pan es soltero? Porque está amasado con problemas.","2"
"Un gato entra a un bar y dice: ""Me duele la barriga"". El camarero le pregunta qué pasó. El gato responde: ""Hoy me comí una gallina que estaba con dolor de barriga"".","1"
"¿Por qué la pizza fue al terapeuta? Porque estaba derretida.","1"
"Un tipo va a la cocina y le dice a su esposa: ""¡Ayuda! No puedo encontrar los huevos"". Ella le contesta: ""Mira donde siempre estaban"".","1"
"¿Sabes qué pasó con el perro espagueti? ¡Se casó con la fregona y ahora tienen 17 gatos! (risas)","1"
"¿Por qué la sopa triste se quedó sola? Porque era un poco caldo de preocupación.","1"
"¿Por qué el pan se fue a la terapia? Porque estaba hecho pedazos.","2"
"¿Por qué la tortilla no se cabreaba? ¡Era muy flexible!","1"
"Un león pregunta al zorro: ""¿Por qué siempre estás contento?"" El zorro responde: ""Es que no tengo una vida de perros"".","3"
"Un hombre le pide a un robot: ""¿Qué hora es?"" El robot responde: ""No lo sé, pero mi batería está al 1%"".","1"
"¿Qué le da a la leche su forma? Un cartón","2"
"¿Por qué la tortuga fue a terapia de pareja? Porque se sentía atrapada en su relación. ","1"
"¿Por qué la escuela tiene un parqueadero lleno? Porque tienen clases de conducir.","1"
"¿Por qué el estudiante trajo un caramelo a la escuela? Porque quería tener una experiencia dulce en su educación.","2"
"¿Por qué el smartphone es como un novio? Porque siempre está funcionando en modo ""modo silencio"".","1"
"¿Por qué el libro se fue a la biblioteca? Porque quería aprender.","1"
"¿Por qué los números entran temerosos en la casa de las matemáticas? Porque saben que van a tener problemas.","2"
" ¿Por qué la computadora fue al psicólogo? ¡Porque tenía una crisis de ""reinicio""!","2"
"Hoy me pasó algo muy gracioso: un tipo entra en un bar y le dice al bartender: ""¡Dame un whisky sin agua! ¡Pero no sin el recipiente!"" (Risa)","1"
"¿Por qué el lápiz se fue a la fiesta? Porque era un ""dibujo"" divertido.","1"
"¿Sabes por qué la computadora entró en terapia? ¡Porque tenía muchos problemas para procesar sus emociones!","2"
"¿Por qué el plato de la cocina estaba triste? Porque estaba en su día más ""comida"".","1"
"¿Por qué el smartphone no puede ir a la playa? Porque siempre está conectado!","2"
"¿Qué es lo que hay en el cuaderno del estudiante que siempre está triste? Un cero.","3"
"¿Por qué la escuela está en forma de cuadrado? Porque tiene cuatro paredes de aprendizaje. ","1"
"¿Por qué el iPhone se fue al psicólogo? Por depresión de batería.","2"
"¿Por qué el sándwich no se apuntó a la gimnasia? Porque temía ser rebanado.","2"
"¿Por qué el smartphone lloraba? Porque había visto un WhatsApp sin respuesta.","1"
"¿Por qué los huevos se sienten incómodos en la mesa? ¡Porque siempre están en un huevo!","1"
"¿Por qué el queso no fue al baile? Porque se le hizo ""grasa"" la noticia.","1"
"¿Por qué los números iban al médico? ¡Eran un poco ""desajustados""!","2"
"¿Por qué el teléfono está triste? Porque lo programaron mal.","2"
"¿Por qué el estudiante trajo un sándwich a la escuela? Porque estaba hambriento de aprender.","2"
"Un hombre va al psicólogo y le dice: ""Doctor, tengo un problema, siempre me duermo en las reuniones de trabajo"". El doctor responde: ""No te preocupa, es simplemente que tu cerebro está tratando de escapear del estrés laboral... ¡pero no era una siesta, era una fuga!""","1"
"¿Qué hay que hacer cuando ves a un elefante triste? Darle un pésame... o cambiarse de asiento para evitar la lluvia de lágrimas.","2"
"Un hombre entra en un bar y le pide al bartender ""un whisky con dos gotas de agua"". El bartender pregunta, ¿por qué solo dos? Y él responde: ""Bueno, porque si le pongo tres, es un triple""","2"
"¿Por qué la computadora no puede dormir? Porque siempre está conectada.","2"
"¿Por qué el panecillo se fue a terapia? Porque estaba ""dura"" con su problema.","2"
"¿Por qué los números no pueden quedarse solos? Porque siempre tienen que sumar a la situación.","1"
"¿Por qué la vaca se fue del matadero? Porque quería seguir siendo lechera.","1"
"Un gato entra a la librería y pide los libros de sexo: ""Quiero leer algo que me caliente"".","2"
"¿Por qué la vaca no fue al concierto? Porque no era su ""bosta"" de música.","1"
"¿Por qué los estudiantes truenan en clase? Porque están aprendiendo sobre electricidad.","1"
"¿Por qué la sopa fue al psicólogo? Porque estaba desconsolada.","1"
"¿Por qué el pan no puede ir a la fiesta? Porque siempre se queda relleno de trabajo.","1"
"¿Por qué el pan iba a terapia? Porque estaba pasado por apuros.","1"
"¿Por qué el número 6 se sentó solo en la mesa? Porque todos los números salvo él son primos.","3"
"¿Por qué el gato no fue al gimnasio? Porque se cansó de hacer gatosplit. ¡Pero resulta que era solo una trampa para los ratones!","1"
"Tío, ¿sabes por qué la escalera fue al médico? Porque tenía problemas para subir el tono de sus emociones.","2"
"¿Por qué fue el pan a la terapia de pareja? Porque estaba hecho pedazos por dentro.","2"
"Un hombre le dice a su amigo: ""¡Mira! Mi nuevo teléfono tiene un procesador tan rápido que puedo hacer mil tareas al mismo tiempo"". El amigo le responde: ""¿Y qué has hecho con las otras 999 personas?""","1"
"Por qué la hamburguesa fue a terapia? Porque tenía mucha presión entre el pan.","2"
"¿Por qué el pollo fue al psicólogo? Porque estaba sufriendo de ""estres del asador"".","1"
"¿Por qué la gallina se fue al psicólogo? Porque no podía dormir con todos esos huevos en la cabeza.","2"
" ¿Por qué fue el cajero automático al psicólogo? Porque estaba atascado en su infancia. (risas)","1"
"¿Por qué la pizza italiana se fue a terapia? Porque tenía demasiadas capas.","2"
"¿Por qué el pan francés fue a terapia? Porque estaba ""dura"" y necesitaba amarre.","1"
"¿Por qué el ordenador fue al doctor? Tenía un virus, pero era fácil de curar... y lo solucionó en la próxima actualización.","1"
"¿Por qué la tortilla fue al médico? Porque se encontró vacía de lado a lado.","1"
"¿Por qué los números entran en pánico al 0? Porque saben que se van a perder entre ellos.","1"
"¿Qué tienen los libros en común? Se cuelan entre las manos.","1"
"¿Por qué el pan de casa es tan bueno? Porque está hecho con los mejores ingredientes: amor, sudor y lágrimas de la familia.","1"
"Había un hombre que iba en coche y decidió que quería encontrar el significado de la vida. Así que entró en una oficina de correos y preguntó: ¿Cómo se envían las respuestas?","1"
"¿Por qué el pan no se puede divorciar? Porque siempre está a punto de romper.","1"
"¿Por qué el pan se fue a la playa? Porque quería tostarse al sol.","2"
"¿Por qué el iPhone es como un novio? Porque siempre está disponible, pero nunca te llama.","2"
"¿Por qué la pizza está triste? Porque tiene queso derretido.","1"
"¡Oye! ¿Sabes por qué no puedes darle la espalda a un elefante? ¡Porque siempre te hará girar la cabeza hacia atrás para recordarte que también le gusta hacer acrobacias en un columpio de goma! ¡Jajaja","1"
"¿Por qué la pizza se fue a la terapia? Porque tenía cuesta para ser feliz.","1"
"¿Por qué fue el conejo a la biblioteca? Para devolver los libros de tres patas.","1"
"¿Por qué la pizza se fue a terapia? Porque tenía un delito grave: estaba demasiado química.","1"
"¿Por qué la pasta se fue al psicólogo? Porque estaba enrollada.","2"
"¿Por qué la vaca fue a la psicóloga? Porque tenía cuernos para preocuparse.","1"
"¿Sabes por qué la lámpara no quería ir al psicólogo? Porque estaba con el tema del interruptor en su cabeza.","2"
"¿Por qué la vaca se fue al psicólogo? Porque le daba vueltas a su vida.","1"
"¿Por qué los programas se enfadaron? Porque siempre tienen que hacer algo de ""backup"".","1"
"¿Por qué el gato fue al médico? Tenía un poco de pelo en la lengua.","1"
"¿Por qué el pan no fue a la fiesta? Porque se derritió en las expectativas...","1"
"¿Por qué el panecillo se fue a la terapia? Porque estaba hecho polvo.","1"
"¿Por qué la torta de chocolate se fue a terapia? Porque estaba loca de dulzura!","2"
"¿Por qué la comida china es tan rápida? Porque llega lo más caliente posible.","1"
"¿Por qué los sándwiches se casan? Porque son ""dos"" que están ""en el mismo pan"".","2"
"¿Por qué los tacos no se casan? Porque son ""comida"" soltera.","1"
"¿Por qué la computadora fue al psicólogo? ¡Para tener un ""reboot"" de su estado mental!","2"
"¿Por qué el 2 se sentó solo en clase? Porque era impar.","2"
"Un hombre entra en una tienda de electrónica y pide a un vendedor: ""¿Cuál es la diferencia entre WiFi y Bluetooth?"" El vendedor sonríe y le responde: ""WiFi es cuando tú estás conectado al internet, y Bluetooth es cuando te conectas con tu novia"".","1"
"¿Por qué el astronauta no pudo encontrar su llave? Porque estaba perdida en Marte... con un letrero que decía: ""No está aquí, buscadla en la Tierra"".","1"
"¿Por qué el ordenador se fue a terapia? Porque estaba bloqueado.","2"
"Un hombre le pide a un perro que lo ayude a configurar su router. El perro se sienta a trabajar durante horas hasta que finalmente logra conectarse a la red... pero como no tiene teclado, solo puede decir ""¡WUF! ¡WUF!"".","2"
"¿Por qué la pasta se peleó con el arroz? Porque siempre terminaban en malas compañías.","1"
"Un león se despierta con una terrible arcada de dolor en la barriga: ¡ha probado el ceviche!","1"
"¿Por qué el smartphone no podía encontrar su camino en la oscuridad? Porque estaba ""apagado"".","2"
"¿Por qué la tortuga se fue al psicólogo? Porque estaba hundida.","2"
"¿Por qué los libros de matemáticas son tristes? Porque siempre tienen soluciones a la vez.","1"
"¿Por qué la tortuga se fue al psicólogo? Porque estaba estresada por tener que llegar tarde a todas partes.","2"
"¿Por qué el teléfono inteligente se lastimó? Porque estaba enfadado y tuvo un ""apagón"".","1"
"¿Por qué el pollo fue al doctor? Porque tenía pateado la dieta.","1"
"¿Por qué el smartphone se fue a terapia? Porque tenía un problema de atención dividida. Ahora está mejor, pero todavía tiene muchos likes pendientes.","1"
"¿Por qué los pequeños son como las computadoras? Porque siempre necesitan actualizaciones y reboots. Y cuando fallan, siempre es un problema de software (o de papá).","1"
"¿Por qué el niño trajo una silla a la playa? Para sentarse y mirar la ""familia"" del sol que sale. ¿Y por qué estaba tan emocionado? ¡Porque iba a ver su padre bailar con las olas!","1"
"Un hombre le dice a otro: ""Mi esposa me está matando con sus recetas"". El otro le responde: ""¿Y quién se las hace? ¡Tú!"".","1"
"¿Por qué Facebook es como una relación? Porque a veces te gusta, otras no y siempre hay un ""después de todo"".","2"
"¿Qué le pasa a la pareja cuando se casan? La mujer gana peso y el hombre pierde la televisión. Es como si tuvieras una boda de plata: te ves más viejo y ella tiene menos paciencia.","1"
"¿Por qué los perros se sienten incómodos en las reuniones virtuales? Porque siempre están olvidando la contraseña de acceso. ¿Qué pasa si lo recuerdan? Pues entonces tienen que volver a aprender a sentarse.","1"
"¿Por qué la mujer se rompió la pierna? porque estaba ""a la caza"" de un buen precio.","1"
"¿Por qué las parejas son como los libros? Porque al principio todo es emocionante, pero a medida que avanzan las páginas, comienzan a notar errores de ortografía. Es decir, al final se dicen: ""¡Esto no vale la pena!""","2"
"""¿Por qué el jefe se siente feliz al finalizar el trimestre?"" Pausa... ""Porque ya no tiene que hacer tantas cuentas"". ¡Ja ja! ","1"
"¿Qué le decía una pareja que se estaba separando? ""Nosotros somos como un libro abierto en la biblioteca: no nos prestan porque ya están mal.""","1"
"¿Por qué el niño trajo un cubo de hielo a la mesa? Para que su mamá se diera cuenta de que estaba ""congelado"" por tener que hacer sus tareas. ¡Y para qué vino su papá al baño? Porque sabía que era un momento ""útil"" para descansar.","1"
"¿Por qué los españoles llevan un reloj de arena al baño? Para saber cuánto tiempo más tardará en llegar su turnito.","1"
"¿Por qué las parejas son como los abuelos? Ambas necesitan tiempo para recordar lo que hace un mes ocurría en la casa...","2"
"¿Por qué la gente no se cansa de postear fotos de comida en las redes? Porque quieren que todo el mundo sepa lo que están comiendo mientras ellos saben lo que estás haciendo con tu vida.","1"
"¡Escucha! Un tipo se queda a trabajar hasta las 10 de la noche y le dicen: ""¿Qué haces aquí tan tarde?"" Y él contesta: ""Estoy tratando de sacar algo útil en esta empresa"". (risas)","1"
"¿Por qué el teléfono se durmió? Porque estaba cargando su vida.","2"
"¿Por qué al gato no le gusta nadar? Porque prefiere pescar en casa.","1"
"¡Eh, chicos! ¡Escuchen esto! ¿Por qué el jefe fue al doctor? ¡Porque tenía algo que no le salía de la cabeza... y me refiero a un proyecto! (risas)","1"
"Por qué la computadora es como mi novia?  Porque no me hace nada, sino que me cobra un mes de anticipado.  Y cuando se cansa, se va a dormir y me deja con una multitud de mensajes.","2"
"¿Por qué iba el empleado a terapia? ¡Porque necesitaba aprender a manejar sus proyectos y dejarlos ir cuando era hora de irse a casa!"" (risas)","1"
"¿Por qué la bolsa de plástico dijo que se sentía mal? Porque estaba desinflada.","1"
"¡Lo que le pasa a la oficina! Una vez un jefe llamó a su empleado y le dijo: ""Juan, voy a hacerle una oferta al cliente y necesito que se quede callado durante cinco minutos"". Al rato Juan pregunta: ¿Y si no puedo? ¡Porque entonces se queda callado el resto de la vida!","1"
"¡Eh, amigos! ¡Escuchen esto! ¿Por qué la oficina es como un matrimonio? Porque al final te quedas con el regreso a casa y la empresa paga por todo.","1"
"¿Qué hace un smartphone cuando está triste? Se pone en modo silencio y dejas de recibir notificaciones. Es el único caso en que se puede llorar sin que nadie lo vea.","2"
"Un niño le preguntó a su mamá: ""¿Por qué la casa está triste esta mañana?"" La mamá sonrió y dijo: ""Es porque el sillón de papá está llorando... es un poco relleno"". El niño rió y preguntó: ""¿Qué hace papá en él?"" La mamá respondió: ""Le dio un sermón largo"".","1"
"¿Por qué iba un español al parque? Porque quería hacer ejercicio, pero resultó que su rutina era una caminata sin rumbo. Se le ocurrió que no estaba haciendo deporte, sino ""jugando a encontrar la salida del parque"".","1"
"¿Por qué la pareja fue a un taller de cocina? Para aprender a cocinar sin que se queme todo. Eso sí, ahora se pelean por quién le toca lavar los platos.","2"
"¿Por qué el perro está triste después de ver su perfil en Instagram? Pues acaba de leer un comentario de su vecino que dice: ""Eres solo un perrito"".","1"
"¿Por qué el hombre trajo una escalera a casa? Quería subir su relación. Pero al final terminó siendo un ""alto"" error.","1"
"Un hombre le pide al sacerdote que le bendiga su nuevo auto. El sacerdote le dice: ""Tú lo quieres, te lo compras y ahora me quieres bendecir"".","1"
"Por qué los empleados de la oficina no pueden salir con sus parejas? ¡Porque siempre están en estado de crisis laboral! (risas) ¿Sabrán por qué? ¡No tienen vacaciones! (sonoras carcajadas)","1"
"¿Por qué se fue el programador de la oficina? Porque no soportaba más la ""compilación"" de tareas.","2"
"¡Escuchad! ¿Sabéis por qué el jefe de la oficina fue al médico? Porque se le había subido a la cabeza... ¡y no solo eso, sino que también se le habían salido los cojones del presupuesto! Todos rieron y me dijeron: ""Eso no está bien"". Yo les dije: ""¿Qué? Es una broma sobre el jefe"".","1"
"Me he despertado con la alarma, pero no sé qué hora es porque se me olvidó poner las pilas.","1"
"¿Por qué el niño llevó un cubo al parque? ¡Para hacer surf en la pista de esquí! Se cayó y se rompió los juguetes, Y sus padres lo llevaron a casa llorando... ¡y él también!","1"
"¿Por qué los padres de familia tratan de evitar que sus hijos se acuesten temprano? Porque quieren disfrutar del partido de fútbol en directo cuando ellos eran pequeños...","1"
"¿Por qué la pareja se llevó bien? Tuvieron su primera discusión en el primer día y nunca volvieron a hablar. La razón: ¡Nunca pudieron encontrar un tema de conversación que no fuera un error mutuo!","1"
"¿Por qué los niños no deben utilizar el horno? ¡Es porque quieren hornear un buen futuro! Pero si uno de ellos se calienta demasiado... ¡tendrá que estudiar mucho!","1"
"¿Por qué el español que va a París y el francés que viene a España se miran con curiosidad? Porque se ven ""extranjeros"".","1"
"¿Qué le gusta hacer en la pareja? A mí me gusta discutir. A mi novia le gusta seguir discutiendo.","2"
"¿Por qué se unió a Facebook la señora anciana? Para ver las fotos de sus nietos y no tener que pedirles su teléfono.","1"
"¿Por qué los mexicanos, argentinos y españoles tienen problemas para hablar? Porque su lengua es muy conflictiva.","1"
"¿Por qué la pareja se llevó bien? Era una relación muy rara: él era un romántico y ella, un cuentista. Cuando él le dijo ""Quiero vivir contigo el resto de mi vida"", ella respondió ""¡Esto es una buena historia para contar en Instagram!"".","1"
"¿Por qué los padres de un bebé llevan dos carros a la playa? ¡Para que uno quede vacío y el otro para su cosas! Es así como nos preparamos para cuando crezcan y se van de casa.","1"
"¿Por qué la relación duró tan poco? Fue un romance con fuego y pasión.  Se fueron a cenar al restaurante.  Y no volvieron porque el plato principal no estaba incluido en el menú.","1"
"¿Por qué los niños no pueden compartir su juguete de construcción? Porque la instrucción dice: ""No tocar, solo mirar"".  (Un niño mira el juguete de otro) Niño 1: ¿Por qué lo tienes pegado al pie?","1"
"¿Por qué iba un argentino, un mexicano y un español al médico? Los tres tenían un síntoma: ¡se les había olvidado su país de origen!","2"
"¿Por qué el niño trajo un trozo de pan a la mesa? Porque su mamá le dijo que era hora de ""panificar"" sus decisiones. ¿Qué respondió él cuando ella se sorprendió?","1"
"¿Qué pasa cuando un hombre se queda solo porque todas sus parejas son amantes de la tecnología? Se pone a buscar en Google: ""Amor verdadero vs amor virtual"". En las primeras búsquedas salen relaciones sexuales virtuales.","1"
"¡Esto es gracioso! En una oficina había un cartel que decía: ""¿Por qué los empleados son tan lentos? Porque no quieren ser despedidos"". Al día siguiente, el jefe puso otro cartel: ""El primero en resolver este rompecabezas se queda con la empresa"".","1"
"¿Por qué llevaba una caja de zapatos al supermercado? Hacía compras en ""paso largo"".","1"
"¿Por qué el teléfono móvil va al psicólogo? Pues por tener problemas de conexión.Es que está un poco desequilibrado.","2"
"¿Por qué los corderos no pueden vivir solo con sus madres? Porque les toca criarlos a las abuelas.","1"
"Un niño va a la playa con sus padres y se sienta en la arena. De repente pregunta: ""¿Cómo es el reloj de la arena? ¿Está contando los granitos?""","1"
"¡Eh, guys! Os vais a reír un rato con esto: A un tipo se le acaba el trabajo y dice al jefe: ""Me voy"". Le pregunta el jefe: ""¿Adónde vas?"". Le responde: ""A buscar trabajo"". Se queda pensativo y le pregunta de nuevo: ""¿Pero si no encuentras ninguno, qué haces?"" Y el tipo repite: ""Me voy"".","1"
"¡Es un hecho notorio! En la oficina, ¿sabes qué es lo único que se duplica cuando no estás mirando? La cantidad de proyectos pendientes... ¡y el número de reuniones para hablar de ellos!","1"
"""¡Lo que les pasa a los secretarios! Acabo de ver al nuestro tratar de 'ordenar' su pila de archivos y no pudo encontrar el único papel que era para mí"".","1"
"¿Por qué los niños son como los ordenadores? Porque cuando les das un ""reboot"" funcionan mejor. Y como los dispositivos, siempre están actualizando su versión: ""Papá, no me gusta el arroz"", ""Papá, no me gusta la cena""...","2"
"¿Por qué las parejas son como los gatitos? Porque cuando les das un juguete nuevo, lo olvidan en cinco minutos. Sin embargo, cuando les haces una pregunta, siguen pensando en la respuesta durante horas.","1"
"¿Por qué la pareja que va a un restaurante se sienta en el rincón? Porque allí tiene espacio para discutir. Pero no había forma de escapar de las conversaciones sobre quién pagó.","2"
"¿Por qué la pareja era una tarta? Porque se casaron en una capa. Pero se dieron cuenta de que iban a ser dos porciones de un solo pastel.","1"
"¿Por qué los padres son como el software de la computadora? Porque a veces no funcionan bien y necesitan ser reinstalados. ¿Qué le dicen al hijo que hace trastadas? ""No hay actualizaciones para ser travieso"".","1"
"¿Por qué los árboles de plátano no van al médico? Porque temen una enfermedad que les hace perder el tallo.","1"
"¿Por qué la pareja se divorció? Ella quería una vida sin problemas y él, un problema sin vida. Finalmente decidieron seguir solos para evitar la bronca. Ahora ella es feliz sin él y él está feliz sin la bronca.","1"
"¿Por qué las mujeres son como los autos nuevos? Porque siempre necesitan una revisión.","2"
"¿Por qué se fue el usuario de la red social? Porque todos los amigos que tenía en línea lo habían bloqueado.","1"
"¿Por qué los niños son como computadoras? ¡Porque siempre necesitan actualizaciones!","2"
"Había un jefe que le dijo a uno de sus empleados: ""Quiero que hagas algo importante para la empresa"". El empleado respondió: ""¿Puedo irme a casa?"". Risas en la reunión","2"
"¿Por qué Facebook es como un baño común? Porque todos se lavan las manos en él. (La moraleja, que si todos ponen contenido, el resultado no será nada agradable).","1"
"¿Por qué la pareja se fue a terapia?  No querían estar locos. ¿Y que hicieron en terapia?","1"
"¿Por qué algunas parejas llevan un mapamundi a la casa? Para saber dónde es el territorio del otro.","2"
"¿Por qué Instagram está vacío? Porque todos están en TikTok, pero no tienen suficiente tiempo para compartirlo en Facebook. La verdad es que estamos perdiendo el tiempo en internet. ¡Y ahora tenemos 24 horas al día!","1"
"¿Por qué la pareja en el parque se peleaba? Porque no sabían si jugar a los bolos o tener un hijo. Pero al final se dieron cuenta: era una bola de problemas.","1"
"Un hombre entra en un supermercado y pregunta: ""¿Tienen peras?"" Le responden que sí, pero luego le preguntan: ""¿En qué sección busca las nuestras o las de la competencia?""","2"
"¿Por qué la pareja se divorció? Pues porque él era un experto en matemáticas pero no sabía sumar sus gastos. Ella lo amaba a pesar de su falta de sentido numérico.","1"
"¿Por qué no hay un botón de ""Desconectar"" en las redes sociales? Porque así te quedarías solo.","2"
"¿Por qué los niños de ahora son tan inteligentes? Porque se comen una manzana al día. La verdad es que no saben lo que es eso, pero a papá le dice que sí. ","1"
"¿Por qué la gente se molesta cuando no tienen WiFi?  Porque están conectados con su mala suerte. ","1"
"¿Por qué los niños no deben jugar con fuegos artificiales? Porque no tienen la explosión de control necesaria.","1"
"Dos hermanos se pelean por un juguete y uno le dice al otro: ""¡Eres más pequeño que un granuja!"" Su madre les reprende y les pregunta qué dijo el otro. ""Nada"", contesta él, ""es solo una comparación"".","1"
"¿Por qué los niños deben ir a la escuela? Para aprender a compartir y no tener todos sus juguetes en casa.","1"
"¿Por qué el iPhone es como un novio?  Porque siempre quiere estar conectado contigo.  Te pide permiso para hacer todo lo que quiera con tu información personal. Y a veces te envía mensajes de ""tengo una sorpresa"" y luego se calla.","2"
"¡Hagamos un chiste! ¿Por qué el jefe era tan aburrido? Porque siempre decía lo mismo: ""El silencio es oro... pero aquí no hay nadie con quien hablarlo"". ¡Ja ja ja!","1"
"¿Por qué el robot se sentó solo en la habitación de luz azul? Para tener una buena conexión.","1"
"¿Por qué la gente prefiere compartir sus problemas en las redes sociales? Porque es más fácil que hacer amigos en persona. También porque los consejos de desconocidos son gratuitos.","2"
"¿Por qué las parejas necesitan un mapa? Para no perdernos en el amor. Y otro para recordar dónde escondimos la llave del baño. ¡Y después de eso... nos perdimos!","1"
"¿Por qué las parejas se divierten al mirarse en el espejo? Porque siempre están a la misma distancia entre sí. Y cuando se ríen, se reemplazan los roles y el que lloraba ahora sonríe. ¡Es como un juego de equilibrio amoroso!","1"
"¿Por qué la gente se conecta tanto a las redes sociales? Pues porque quieren sentir que no están solos en su soledad. Otro chiste: Cuando un amigo le preguntó al experto en tecnología por qué siempre está distraído con su teléfono, este le respondió: ""Es porque el mundo está en mi mano.""","1"
"¿Por qué la pareja se separa? Se cansaron de ser los dos que llevaban la cuenta. ""Yo pongo el dinero"", dijo él. ""Sí, pero tú no contas bien"".","1"
"¿Por qué el robot se fue de Facebook? Porque no tenía ""me gusta"" en su perfil.","1"
"¿Por qué el perfil de Facebook está en blanco? Porque no tiene ""likes"" suficientes para pagar la tarifa. ","1"
"¿Qué hace una persona cuando se queda dormido con la lupa mirando su nariz? El teléfono móvil es como un matrimonio, está siempre conectado pero no funciona bien cuando lo necesitas.","2"
"¿Por qué el smartphone es como la novia de hoy? Pues porque te hace creer que estás conectado contigo mismo, pero en realidad estás solo y sin conexión.","2"
"¿Por qué la red social es como un amigo? Porque si no tienes conexión, nadie te respeta. Y si te ""desbloqueas"", todos quieren ser tus amigos. ¡Aunque después solo tengas 12!","1"
"¿Por qué al banco le gusta la gente que juega golf? Porque son buenos pagadores.","2"
"Un hombre le dice a su amigo: ""Estoy pensando en divorciarme"". Su amigo le responde: ¿Por qué? Porque mi mujer me cocina mal, no se acaba de lavar los platos y siempre pierde la cartera...","1"
"¿Por qué las parejas llevan pantalones largos? Porque son una pareja que da mucho a cambio. ¿Y por qué se casaron? Porque encontraron un corte de pelo genial, ""dos al precio de uno"". ¡Qué maravilla el amor!","1"
"¿Por qué los perros no juegan al fútbol? Porque siempre se les pide que marquen un gol... ¡Y otros tres!","1"
